split,image,status,K_superpixels,mean_vesselness,fg_seed_px,bg_seed_px,used_maxflow
val,382_G.png,ok,170,0.00000,108081,146888,True
val,384_G.png,ok,351,0.00000,108081,148127,True
val,385_G.png,ok,281,0.00000,104502,132049,True
val,386_G.png,ok,190,0.00000,108081,147974,True
val,389_G.png,ok,164,0.00000,108081,158144,True
val,393_G.png,ok,206,0.00000,102734,135514,True
val,394_G.png,ok,214,0.00000,108081,141739,True
val,398_G.png,ok,186,0.00000,108081,151439,True
val,402_G.png,ok,173,0.00000,108081,161119,True
val,406_G.png,ok,240,0.00000,108081,143002,True
val,407_G.png,ok,247,0.00000,113559,136220,True
val,411_G.png,ok,248,0.00000,111719,137920,True
val,412_G.png,ok,162,0.00000,107628,149891,True
val,435_G.png,ok,179,0.00000,103600,159723,True
val,43_A.png,ok,225,0.00000,111719,163283,True
val,441_G.png,ok,173,0.00000,108081,152607,True
val,446_G.png,ok,179,0.00000,108081,149707,True
val,456_N.png,ok,213,0.00000,108081,150603,True
val,458_N.png,ok,249,0.00000,115890,138232,True
val,46_A.png,ok,233,0.00000,112176,158264,True
val,472_N.png,ok,160,0.00000,103414,150724,True
val,477_N.png,ok,167,0.00000,108081,151379,True
val,479_N.png,ok,201,0.00000,103167,141554,True
val,47_A.png,ok,239,0.00000,106281,143898,True
val,482_N.png,ok,160,0.00000,106742,151544,True
val,483_N.png,ok,156,0.00000,101349,140545,True
val,484_N.png,ok,181,0.00000,108081,153619,True
val,487_N.png,ok,188,0.00000,108081,158267,True
val,491_N.png,ok,162,0.00000,102367,152378,True
val,493_N.png,ok,193,0.00000,107748,153756,True
val,494_N.png,ok,169,0.00000,108081,156427,True
val,497_N.png,ok,205,0.00000,104648,146286,True
val,500_N.png,ok,152,0.00000,108081,153905,True
val,507_N.png,ok,170,0.00000,108081,157665,True
val,508_N.png,ok,162,0.00000,108081,155477,True
val,515_N.png,ok,156,0.00000,104129,152915,True
val,517_N.png,ok,151,0.00000,108081,152905,True
val,51_A.png,ok,243,0.00000,108017,146949,True
val,52_A.png,ok,228,0.00000,99346,151295,True
val,532_N.png,ok,155,0.00000,108081,156791,True
val,533_N.png,ok,157,0.00000,108081,153000,True
val,534_N.png,ok,149,0.00000,108081,158347,True
val,53_A.png,ok,237,0.00000,104051,151005,True
val,544_N.png,ok,166,0.00000,108081,157337,True
val,546_N.png,ok,162,0.00000,108081,153058,True
val,547_N.png,ok,197,0.00000,108081,150373,True
val,555_N.png,ok,200,0.00000,108081,140326,True
val,564_N.png,ok,198,0.00000,108081,155339,True
val,57_A.png,ok,220,0.00000,105109,146621,True
val,583_N.png,ok,202,0.00000,103736,152151,True
val,584_N.png,ok,191,0.00000,103894,152693,True
val,588_N.png,ok,197,0.00000,108081,149373,True
val,592_N.png,ok,215,0.00000,103191,155638,True
val,595_N.png,ok,210,0.00000,108081,149453,True
val,599_N.png,ok,235,0.00000,106616,148021,True
val,5_A.png,ok,247,0.00000,108059,151663,True
val,60_A.png,ok,222,0.00000,112176,154180,True
val,64_A.png,ok,253,0.00000,113559,168796,True
val,67_A.png,ok,296,0.00000,114032,151324,True
val,68_A.png,ok,284,0.00000,111719,144316,True
val,81_A.png,ok,233,0.00000,102434,161619,True
val,83_A.png,ok,262,0.00000,102734,146896,True
val,88_A.png,ok,207,0.00000,112176,152864,True
val,96_A.png,ok,283,0.00000,115890,153995,True
val,9_A.png,ok,183,0.00000,107628,149434,True
test,100_D.png,ok,223,0.00000,105644,152760,True
test,101_G.png,ok,274,0.00000,108081,140266,True
test,102_G.png,ok,345,0.00000,108081,148659,True
test,103_G.png,ok,192,0.00000,113559,158625,True
test,104_G.png,ok,230,0.00000,112176,144060,True
test,105_G.png,ok,185,0.00000,101711,141193,True
test,106_G.png,ok,171,0.00000,108081,162061,True
test,107_G.png,ok,171,0.00000,108081,154291,True
test,108_G.png,ok,180,0.00000,113559,162372,True
test,109_G.png,ok,181,0.00000,108081,148299,True
test,10_A.png,ok,280,0.00000,113559,152759,True
test,110_G.png,ok,199,0.00000,108082,146588,True
test,111_G.png,ok,187,0.00000,115890,157836,True
test,112_G.png,ok,239,0.00000,108081,150343,True
test,113_G.png,ok,470,0.00000,95397,153079,True
test,114_G.png,ok,338,0.00000,108081,154244,True
test,115_G.png,ok,166,0.00000,108081,151485,True
test,116_G.png,ok,340,0.00000,108081,151164,True
test,117_G.png,ok,192,0.00000,107943,149229,True
test,118_G.png,ok,173,0.00000,104206,152548,True
test,119_G.png,ok,184,0.00000,108081,133359,True
test,11_A.png,ok,293,0.00000,114032,161086,True
test,120_G.png,ok,197,0.00000,108081,152434,True
test,121_G.png,ok,264,0.00000,114958,143723,True
test,122_G.png,ok,246,0.00000,94564,126133,True
test,123_G.png,ok,419,0.00000,94674,125961,True
test,124_G.png,ok,232,0.00000,108081,154315,True
test,125_G.png,ok,162,0.00000,94209,136612,True
test,126_G.png,ok,211,0.00000,113559,146104,True
test,127_G.png,ok,210,0.00000,110355,145255,True
test,128_G.png,ok,197,0.00000,113559,143644,True
test,129_G.png,ok,248,0.00000,113103,147973,True
test,12_A.png,ok,256,0.00000,108535,153784,True
test,130_G.png,ok,171,0.00000,108081,150510,True
test,131_G.png,ok,173,0.00000,108081,152531,True
test,132_G.png,ok,182,0.00000,108081,149760,True
test,133_G.png,ok,419,0.00000,107670,145839,True
test,134_G.png,ok,229,0.00000,102734,134360,True
test,135_G.png,ok,160,0.00000,113559,155814,True
test,136_G.png,ok,274,0.00000,108081,144155,True
test,137_G.png,ok,271,0.00000,108081,142688,True
test,138_G.png,ok,165,0.00000,107636,134709,True
test,139_G.png,ok,160,0.00000,106621,157063,True
test,13_A.png,ok,244,0.00000,113103,165705,True
test,140_G.png,ok,206,0.00000,107875,144608,True
test,141_G.png,ok,167,0.00000,108081,148549,True
test,142_G.png,ok,178,0.00000,104051,141047,True
test,143_G.png,ok,184,0.00000,104806,161405,True
test,144_G.png,ok,276,0.00000,104051,134200,True
test,145_G.png,ok,375,0.00000,108081,144279,True
test,146_G.png,ok,180,0.00000,102734,148095,True
test,147_G.png,ok,180,0.00000,108081,147232,True
test,148_G.png,ok,275,0.00000,108081,147727,True
test,149_G.png,ok,174,0.00000,104018,139242,True
test,14_A.png,ok,260,0.00000,109440,157431,True
test,150_G.png,ok,204,0.00000,114032,150482,True
test,151_N.png,ok,187,0.00000,108076,147774,True
test,152_N.png,ok,208,0.00000,108081,144486,True
test,153_N.png,ok,210,0.00000,108081,147216,True
test,154_N.png,ok,244,0.00000,114032,141146,True
test,155_N.png,ok,256,0.00000,108081,146079,True
test,156_N.png,ok,285,0.00000,115890,130294,True
test,157_N.png,ok,182,0.00000,94958,126283,True
test,158_N.png,ok,228,0.00000,92281,138237,True
test,159_N.png,ok,179,0.00000,100686,150098,True
test,15_A.png,ok,244,0.00000,109440,151936,True
test,160_N.png,ok,162,0.00000,103084,144857,True
test,161_N.png,ok,180,0.00000,102393,139461,True
test,162_N.png,ok,198,0.00000,108081,146705,True
test,163_N.png,ok,216,0.00000,108081,149557,True
test,164_N.png,ok,227,0.00000,108081,147908,True
test,165_N.png,ok,195,0.00000,101969,136898,True
test,166_N.png,ok,201,0.00000,102063,136095,True
test,167_N.png,ok,218,0.00000,108081,138193,True
test,168_N.png,ok,201,0.00000,111263,141529,True
test,169_N.png,ok,240,0.00000,108081,146500,True
test,16_A.png,ok,214,0.00000,109883,164691,True
test,170_N.png,ok,242,0.00000,108081,146710,True
test,171_N.png,ok,167,0.00000,108081,152639,True
test,172_N.png,ok,171,0.00000,102742,147864,True
test,173_N.png,ok,198,0.00000,103973,149282,True
test,174_N.png,ok,191,0.00000,103382,136794,True
test,175_N.png,ok,220,0.00000,115890,163626,True
test,176_N.png,ok,202,0.00000,111719,155200,True
test,177_N.png,ok,184,0.00000,106281,150021,True
test,178_N.png,ok,212,0.00000,115422,164318,True
test,179_N.png,ok,176,0.00000,108115,159378,True
test,17_A.png,ok,272,0.00000,110355,139415,True
test,180_N.png,ok,178,0.00000,112176,159282,True
test,181_N.png,ok,177,0.00000,112176,157260,True
test,182_N.png,ok,171,0.00000,108081,153233,True
test,183_N.png,ok,212,0.00000,108081,146837,True
test,184_N.png,ok,169,0.00000,102738,147135,True
test,185_N.png,ok,184,0.00000,114032,155443,True
test,186_N.png,ok,192,0.00000,102652,142701,True
test,187_N.png,ok,205,0.00000,113559,162535,True
test,188_N.png,ok,189,0.00000,115890,155095,True
test,189_N.png,ok,209,0.00000,115890,157082,True
test,18_A.png,ok,276,0.00000,111719,129497,True
test,190_N.png,ok,200,0.00000,104573,146081,True
test,191_N.png,ok,194,0.00000,108017,148096,True
test,192_N.png,ok,202,0.00000,115422,157784,True
test,193_N.png,ok,171,0.00000,108081,155559,True
test,194_N.png,ok,221,0.00000,115890,148668,True
test,195_N.png,ok,167,0.00000,113559,156479,True
test,196_N.png,ok,190,0.00000,113559,167027,True
test,197_N.png,ok,210,0.00000,98351,143765,True
test,198_N.png,ok,182,0.00000,105894,150749,True
test,199_N.png,ok,178,0.00000,113559,157478,True
test,19_A.png,ok,227,0.00000,105826,139446,True
test,1_A.png,ok,173,0.00000,108081,157346,True
test,200_N.png,ok,173,0.00000,115890,164025,True
test,20_A.png,ok,244,0.00000,113103,161844,True
test,21_A.png,ok,246,0.00000,114032,168773,True
test,22_A.png,ok,219,0.00000,113103,167918,True
test,23_A.png,ok,228,0.00000,114032,165105,True
test,24_A.png,ok,239,0.00000,114958,167597,True
test,25_A.png,ok,278,0.00000,113103,150306,True
test,26_A.png,ok,260,0.00000,114958,161979,True
test,27_A.png,ok,236,0.00000,108081,147516,True
test,28_A.png,ok,270,0.00000,114032,168030,True
test,29_A.png,ok,275,0.00000,115890,157754,True
test,2_A.png,ok,225,0.00000,108081,143586,True
test,30_A.png,ok,214,0.00000,113559,156484,True
test,31_A.png,ok,233,0.00000,112176,160369,True
test,32_A.png,ok,224,0.00000,115422,169284,True
test,33_A.png,ok,206,0.00000,115890,179766,True
test,34_A.png,ok,233,0.00000,113559,172338,True
test,35_A.png,ok,222,0.00000,107939,152757,True
test,36_A.png,ok,259,0.00000,114032,160588,True
test,37_A.png,ok,235,0.00000,105826,154216,True
test,38_A.png,ok,218,0.00000,114032,173266,True
test,39_A.png,ok,245,0.00000,113559,168405,True
test,3_A.png,ok,229,0.00000,107246,157952,True
test,40_A.png,ok,222,0.00000,113559,157336,True
test,41_A.png,ok,278,0.00000,107711,176409,True
test,42_A.png,ok,221,0.00000,107188,158159,True
test,43_A.png,ok,259,0.00000,115890,157307,True
test,44_A.png,ok,226,0.00000,113559,190026,True
test,45_A.png,ok,240,0.00000,113103,173823,True
test,46_A.png,ok,261,0.00000,114032,165281,True
test,47_A.png,ok,189,0.00000,108081,160153,True
test,48_A.png,ok,224,0.00000,115422,169284,True
test,49_A.png,ok,168,0.00000,108081,160001,True
test,4_A.png,ok,252,0.00000,115890,152593,True
test,50_A.png,ok,250,0.00000,107994,151798,True
test,51_D.png,ok,176,0.00000,107289,131429,True
test,52_D.png,ok,186,0.00000,113559,144281,True
test,53_D.png,ok,235,0.00000,108081,143424,True
test,54_D.png,ok,231,0.00000,108535,155378,True
test,55_D.png,ok,179,0.00000,105388,140896,True
test,56_D.png,ok,168,0.00000,113559,154954,True
test,57_D.png,ok,289,0.00000,115891,177748,True
test,58_D.png,ok,219,0.00000,106281,149186,True
test,59_D.png,ok,236,0.00000,111263,155642,True
test,5_A.png,ok,218,0.00000,113103,162353,True
test,60_D.png,ok,282,0.00000,109883,161599,True
test,61_D.png,ok,188,0.00000,109883,133129,True
test,62_D.png,ok,266,0.00000,108081,151644,True
test,63_D.png,ok,227,0.00000,109883,173408,True
test,64_D.png,ok,223,0.00000,108081,147803,True
test,65_D.png,ok,165,0.00000,112176,160571,True
test,66_D.png,ok,229,0.00000,115422,164091,True
test,67_D.png,ok,193,0.00000,108081,155962,True
test,68_D.png,ok,163,0.00000,108081,147879,True
test,69_D.png,ok,187,0.00000,113559,154344,True
test,6_A.png,ok,218,0.00000,107939,151940,True
test,70_D.png,ok,232,0.00000,113559,162873,True
test,71_D.png,ok,219,0.00000,108081,142173,True
test,72_D.png,ok,170,0.00000,113559,149071,True
test,73_D.png,ok,251,0.00000,112176,158941,True
test,74_D.png,ok,231,0.00000,108081,154402,True
test,75_D.png,ok,275,0.00000,113559,148672,True
test,76_D.png,ok,266,0.00000,113559,163001,True
test,77_D.png,ok,207,0.00000,111719,163861,True
test,78_D.png,ok,198,0.00000,113559,150501,True
test,79_D.png,ok,215,0.00000,106281,148197,True
test,7_A.png,ok,228,0.00000,93801,154898,True
test,80_D.png,ok,181,0.00000,114958,158513,True
test,81_D.png,ok,257,0.00000,111719,155822,True
test,82_D.png,ok,233,0.00000,108081,151362,True
test,83_D.png,ok,238,0.00000,105826,175123,True
test,84_D.png,ok,183,0.00000,113559,163032,True
test,85_D.png,ok,183,0.00000,107754,154947,True
test,86_D.png,ok,213,0.00000,108081,144032,True
test,87_D.png,ok,231,0.00000,113559,148528,True
test,88_D.png,ok,216,0.00000,112176,162341,True
test,89_D.png,ok,168,0.00000,108081,153763,True
test,8_A.png,ok,212,0.00000,104949,145041,True
test,90_D.png,ok,183,0.00000,108081,143299,True
test,91_D.png,ok,176,0.00000,107939,156302,True
test,92_D.png,ok,174,0.00000,112176,158978,True
test,93_D.png,ok,202,0.00000,108081,154523,True
test,94_D.png,ok,208,0.00000,113559,157319,True
test,95_D.png,ok,283,0.00000,111719,143621,True
test,96_D.png,ok,182,0.00000,108119,160798,True
test,97_D.png,ok,227,0.00000,111719,159525,True
test,98_D.png,ok,218,0.00000,108081,164502,True
test,99_D.png,ok,245,0.00000,113103,155775,True
test,9_A.png,ok,226,0.00000,104806,146411,True
